manager,from_quarter,to_quarter,nameOfIssuer,cusip,change,value_before_k,value_after_k
Cobalt Harbor Partners,2025Q3,2025Q4,Aster Software Group,0NV4BDY51,TRIM,2599,1013
Cobalt Harbor Partners,2025Q3,2025Q4,Cirrus Foods Inc,Q2FZ82Q1R,TRIM,11123,10764
Cobalt Harbor Partners,2025Q3,2025Q4,Copper Health Inc,T8U689KKB,ADD,26377,26676
Cobalt Harbor Partners,2025Q3,2025Q4,Bright Health Inc,EURX1AY2D,EXIT,3883,0
Cobalt Harbor Partners,2025Q3,2025Q4,Cobalt Analytics Inc,YGH3BTKSZ,TRIM,103114,93913
Cobalt Harbor Partners,2025Q3,2025Q4,Bright Robotics Corp,CO7S5W386,TRIM,1701,1633
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Cloud Co,0V2RAUWKO,TRIM,4962,4395
Vantage Ridge Capital,2025Q1,2025Q2,Drift Micro PLC,VNYGDTN30,ADD,13373,14007
Vantage Ridge Capital,2025Q1,2025Q2,Copper Systems Ltd,J9H15WQ7V,ADD,19698,22829
Vantage Ridge Capital,2025Q1,2025Q2,Sable Holdings Ltd,L79C4U93M,TRIM,4037,3659
Vantage Ridge Capital,2025Q1,2025Q2,Drift Materials PLC,QYL68CQ8H,TRIM,2134,539
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Capital Corp,OU9V9SJ3O,TRIM,11784,10646
Vantage Ridge Capital,2025Q1,2025Q2,Onyx Semiconductor PLC,IFCSYZN91,EXIT,46556,0
Vantage Ridge Capital,2025Q1,2025Q2,Sable Dynamics Ltd,GFT844TLG,ADD,11653,12387
Vantage Ridge Capital,2025Q1,2025Q2,Copper Systems PLC,WLU7MFX0U,TRIM,6465,5686
Vantage Ridge Capital,2025Q1,2025Q2,Drift Materials Corp,1PCGFA32U,ADD,61223,64968
Vantage Ridge Capital,2025Q1,2025Q2,Fable Semiconductor Corp,3O7TIZ69P,EXIT,18501,0
Vantage Ridge Capital,2025Q1,2025Q2,Pinnacle Dynamics Group,BDCS6Z5MT,ADD,31209,35755
Vantage Ridge Capital,2025Q1,2025Q2,Nova Robotics Group,RCF6TPTY0,ADD,42344,47726
Vantage Ridge Capital,2025Q1,2025Q2,Sable Robotics Group,X1J8WVQD1,ADD,26969,30659
Vantage Ridge Capital,2025Q1,2025Q2,Marlin Dynamics PLC,HABRMQ4KD,TRIM,1783,1599
Vantage Ridge Capital,2025Q1,2025Q2,Terra Networks Ltd,PGWS85229,EXIT,49569,0
Vantage Ridge Capital,2025Q1,2025Q2,Aster Therapeutics PLC,2A21IFMGZ,TRIM,9047,8962
Vantage Ridge Capital,2025Q1,2025Q2,Lumen Analytics Inc,R33QYR5UR,ADD,1493,2489
Vantage Ridge Capital,2025Q1,2025Q2,Cirrus Foods Group,2FH2AIV7C,ADD,14595,16645
Vantage Ridge Capital,2025Q1,2025Q2,Halcyon Semiconductor Inc,01CI5RDHW,ADD,11154,12480
Vantage Ridge Capital,2025Q1,2025Q2,Quill Analytics Co,NU7IDBR4S,TRIM,480601,414791
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Networks Group,ZJDZIHF6J,TRIM,2910,2603
Vantage Ridge Capital,2025Q1,2025Q2,Lumen Health Group,T6NCJHUSC,ADD,75764,84815
Vantage Ridge Capital,2025Q1,2025Q2,Basalt Foods Inc,UEI8D5UO2,NEW,0,20962
Vantage Ridge Capital,2025Q1,2025Q2,Vertex Logistics Corp,QA201U170,ADD,5694,6033
Vantage Ridge Capital,2025Q1,2025Q2,Nova Analytics Ltd,CS8KWJ20I,ADD,13855,14005
Vantage Ridge Capital,2025Q1,2025Q2,Drift Energy Inc,I7BCKXGK9,TRIM,25524,22035
Vantage Ridge Capital,2025Q1,2025Q2,Drift Dynamics PLC,5GYFQWLY6,TRIM,123382,117346
Vantage Ridge Capital,2025Q1,2025Q2,Vantage Logistics Corp,5F25RLYYL,TRIM,6145,5250
Vantage Ridge Capital,2025Q1,2025Q2,Aster Cloud PLC,XS5A7LRKF,ADD,1731,1882
Vantage Ridge Capital,2025Q1,2025Q2,Onyx Micro PLC,7Q7AEEULM,ADD,6552,16847
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Networks Co,X1D6FIB00,TRIM,6526,5688
Vantage Ridge Capital,2025Q1,2025Q2,Lumen Semiconductor Co,RZ65PXYYM,NEW,0,11792
Vantage Ridge Capital,2025Q1,2025Q2,Onyx Therapeutics Group,5QDNT0U9N,TRIM,11929,10436
Vantage Ridge Capital,2025Q1,2025Q2,Drift Therapeutics Ltd,MTI160IJI,TRIM,7308,7013
Vantage Ridge Capital,2025Q1,2025Q2,Northwind Robotics Group,NHVTP6UTQ,ADD,58221,62859
Vantage Ridge Capital,2025Q1,2025Q2,Pinnacle Semiconductor Group,MKJOTE8L8,TRIM,189148,179283
Vantage Ridge Capital,2025Q1,2025Q2,Northwind Networks Co,M96BE9ONW,ADD,7421,8435
Vantage Ridge Capital,2025Q1,2025Q2,Nova Materials PLC,0G2G62BSM,ADD,4718,5123
Vantage Ridge Capital,2025Q1,2025Q2,Granite Foods Group,NVXVH6IOC,NEW,0,24830
Vantage Ridge Capital,2025Q1,2025Q2,Aster Robotics Group,96DLJKZV1,ADD,21914,24117
Vantage Ridge Capital,2025Q1,2025Q2,Aster Systems Co,J5JS81O13,ADD,16038,17539
Vantage Ridge Capital,2025Q1,2025Q2,Zephyr Bioworks Inc,NTCB897L3,TRIM,13417,927
Vantage Ridge Capital,2025Q1,2025Q2,Marlin Analytics PLC,QC18NAON6,TRIM,22345,19745
Vantage Ridge Capital,2025Q1,2025Q2,Solace Dynamics Group,45G3ZSWHA,EXIT,41092,0
Vantage Ridge Capital,2025Q1,2025Q2,Onyx Semiconductor Inc,0RG4W145B,TRIM,2386,2144
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Motors Ltd,VHK227L11,ADD,13935,24009
Vantage Ridge Capital,2025Q1,2025Q2,Vantage Semiconductor Ltd,WHXYVZEHZ,TRIM,24870,24760
Vantage Ridge Capital,2025Q1,2025Q2,Marlin Bioworks PLC,7POF74ZA6,ADD,6024,6611
Vantage Ridge Capital,2025Q1,2025Q2,Quill Capital Inc,Q0XPTSR3I,ADD,34288,38966
Vantage Ridge Capital,2025Q1,2025Q2,Northwind Energy Corp,ZBHY23HFF,ADD,9312,23597
Vantage Ridge Capital,2025Q1,2025Q2,Cedar Software Co,NFGECB3JY,NEW,0,2314
Vantage Ridge Capital,2025Q1,2025Q2,Onyx Holdings Inc,C1V9GMYC5,ADD,40488,43638
Vantage Ridge Capital,2025Q1,2025Q2,Quill Motors PLC,ZNSGZS5M7,ADD,98340,191731
Vantage Ridge Capital,2025Q1,2025Q2,Aster Software Group,0NV4BDY51,TRIM,15017,13455
Vantage Ridge Capital,2025Q1,2025Q2,Fable Motors Group,LADVUD5Y5,NEW,0,5395
Vantage Ridge Capital,2025Q1,2025Q2,Basalt Foods Ltd,ZACBZHNO7,ADD,3145,3701
Vantage Ridge Capital,2025Q1,2025Q2,Lumen Semiconductor Ltd,J5LWL04EJ,TRIM,13962,12935
Vantage Ridge Capital,2025Q1,2025Q2,Drift Semiconductor Ltd,YHHKX1SZX,EXIT,8430,0
Vantage Ridge Capital,2025Q1,2025Q2,Bright Robotics Corp,CO7S5W386,ADD,1806,1881
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Cloud Co,0V2RAUWKO,TRIM,4395,3989
Vantage Ridge Capital,2025Q2,2025Q3,Drift Micro PLC,VNYGDTN30,EXIT,14007,0
Vantage Ridge Capital,2025Q2,2025Q3,Copper Systems Ltd,J9H15WQ7V,ADD,22829,24878
Vantage Ridge Capital,2025Q2,2025Q3,Northwind Bioworks Inc,RW5B1A054,NEW,0,10316
Vantage Ridge Capital,2025Q2,2025Q3,Sable Holdings Ltd,L79C4U93M,ADD,3659,3763
Vantage Ridge Capital,2025Q2,2025Q3,Drift Materials PLC,QYL68CQ8H,TRIM,539,506
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Capital Corp,OU9V9SJ3O,ADD,10646,18688
Vantage Ridge Capital,2025Q2,2025Q3,Sable Dynamics Ltd,GFT844TLG,ADD,12387,13425
Vantage Ridge Capital,2025Q2,2025Q3,Copper Systems PLC,WLU7MFX0U,TRIM,5686,5308
Vantage Ridge Capital,2025Q2,2025Q3,Drift Materials Corp,1PCGFA32U,TRIM,64968,20881
Vantage Ridge Capital,2025Q2,2025Q3,Pinnacle Dynamics Group,BDCS6Z5MT,ADD,35755,39384
Vantage Ridge Capital,2025Q2,2025Q3,Nova Robotics Group,RCF6TPTY0,ADD,47726,53863
Vantage Ridge Capital,2025Q2,2025Q3,Sable Robotics Group,X1J8WVQD1,TRIM,30659,29515
Vantage Ridge Capital,2025Q2,2025Q3,Marlin Dynamics PLC,HABRMQ4KD,ADD,1599,1728
Vantage Ridge Capital,2025Q2,2025Q3,Bright Dynamics Corp,MOY5EPYRT,NEW,0,6753
Vantage Ridge Capital,2025Q2,2025Q3,Aster Therapeutics PLC,2A21IFMGZ,TRIM,8962,8943
Vantage Ridge Capital,2025Q2,2025Q3,Lumen Analytics Inc,R33QYR5UR,ADD,2489,5518
Vantage Ridge Capital,2025Q2,2025Q3,Cirrus Foods Group,2FH2AIV7C,ADD,16645,41167
Vantage Ridge Capital,2025Q2,2025Q3,Halcyon Semiconductor Inc,01CI5RDHW,TRIM,12480,6643
Vantage Ridge Capital,2025Q2,2025Q3,Quill Analytics Co,NU7IDBR4S,ADD,414791,475417
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Networks Group,ZJDZIHF6J,ADD,2603,3016
Vantage Ridge Capital,2025Q2,2025Q3,Lumen Health Group,T6NCJHUSC,TRIM,84815,31560
Vantage Ridge Capital,2025Q2,2025Q3,Basalt Foods Inc,UEI8D5UO2,TRIM,20962,18039
Vantage Ridge Capital,2025Q2,2025Q3,Vertex Logistics Corp,QA201U170,EXIT,6033,0
Vantage Ridge Capital,2025Q2,2025Q3,Nova Analytics Ltd,CS8KWJ20I,ADD,14005,15466
Vantage Ridge Capital,2025Q2,2025Q3,Drift Energy Inc,I7BCKXGK9,EXIT,22035,0
Vantage Ridge Capital,2025Q2,2025Q3,Drift Dynamics PLC,5GYFQWLY6,ADD,117346,136694
Vantage Ridge Capital,2025Q2,2025Q3,Vantage Logistics Corp,5F25RLYYL,ADD,5250,5940
Vantage Ridge Capital,2025Q2,2025Q3,Aster Cloud PLC,XS5A7LRKF,ADD,1882,1955
Vantage Ridge Capital,2025Q2,2025Q3,Onyx Micro PLC,7Q7AEEULM,TRIM,16847,15686
Vantage Ridge Capital,2025Q2,2025Q3,Drift Semiconductor Co,ZZR3AN2IL,NEW,0,6420
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Networks Co,X1D6FIB00,TRIM,5688,1939
Vantage Ridge Capital,2025Q2,2025Q3,Lumen Semiconductor Co,RZ65PXYYM,TRIM,11792,10625
Vantage Ridge Capital,2025Q2,2025Q3,Onyx Therapeutics Group,5QDNT0U9N,ADD,10436,11541
Vantage Ridge Capital,2025Q2,2025Q3,Drift Therapeutics Ltd,MTI160IJI,ADD,7013,8241
Vantage Ridge Capital,2025Q2,2025Q3,Northwind Robotics Group,NHVTP6UTQ,TRIM,62859,22103
Vantage Ridge Capital,2025Q2,2025Q3,Pinnacle Semiconductor Group,MKJOTE8L8,ADD,179283,322139
Vantage Ridge Capital,2025Q2,2025Q3,Granite Dynamics Group,IWD2R7KJS,NEW,0,24942
Vantage Ridge Capital,2025Q2,2025Q3,Northwind Networks Co,M96BE9ONW,ADD,8435,9624
Vantage Ridge Capital,2025Q2,2025Q3,Nova Materials PLC,0G2G62BSM,ADD,5123,5799
Vantage Ridge Capital,2025Q2,2025Q3,Granite Foods Group,NVXVH6IOC,ADD,24830,26699
Vantage Ridge Capital,2025Q2,2025Q3,Aster Robotics Group,96DLJKZV1,ADD,24117,27458
Vantage Ridge Capital,2025Q2,2025Q3,Aster Systems Co,J5JS81O13,ADD,17539,18950
Vantage Ridge Capital,2025Q2,2025Q3,Zephyr Bioworks Inc,NTCB897L3,TRIM,927,861
Vantage Ridge Capital,2025Q2,2025Q3,Marlin Analytics PLC,QC18NAON6,ADD,19745,23199
Vantage Ridge Capital,2025Q2,2025Q3,Onyx Semiconductor Inc,0RG4W145B,ADD,2144,2194
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Motors Ltd,VHK227L11,ADD,24009,26660
Vantage Ridge Capital,2025Q2,2025Q3,Vantage Semiconductor Ltd,WHXYVZEHZ,ADD,24760,29113
Vantage Ridge Capital,2025Q2,2025Q3,Marlin Bioworks PLC,7POF74ZA6,TRIM,6611,6039
Vantage Ridge Capital,2025Q2,2025Q3,Onyx Therapeutics Inc,44NI2FMYI,NEW,0,14451
Vantage Ridge Capital,2025Q2,2025Q3,Vantage Energy Co,QTQIZBMEB,NEW,0,2726
Vantage Ridge Capital,2025Q2,2025Q3,Quill Capital Inc,Q0XPTSR3I,ADD,38966,43076
Vantage Ridge Capital,2025Q2,2025Q3,Northwind Energy Corp,ZBHY23HFF,EXIT,23597,0
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Software Co,NFGECB3JY,TRIM,2314,2174
Vantage Ridge Capital,2025Q2,2025Q3,Onyx Holdings Inc,C1V9GMYC5,ADD,43638,129775
Vantage Ridge Capital,2025Q2,2025Q3,Quill Motors PLC,ZNSGZS5M7,TRIM,191731,174531
Vantage Ridge Capital,2025Q2,2025Q3,Cedar Networks Corp,I626PD2RU,NEW,0,5557
Vantage Ridge Capital,2025Q2,2025Q3,Aster Software Group,0NV4BDY51,EXIT,13455,0
Vantage Ridge Capital,2025Q2,2025Q3,Fable Motors Group,LADVUD5Y5,ADD,5395,6276
Vantage Ridge Capital,2025Q2,2025Q3,Basalt Foods Ltd,ZACBZHNO7,ADD,3701,3796
Vantage Ridge Capital,2025Q2,2025Q3,Lumen Semiconductor Ltd,J5LWL04EJ,ADD,12935,13250
Vantage Ridge Capital,2025Q2,2025Q3,Bright Robotics Corp,CO7S5W386,TRIM,1881,653
Vantage Ridge Capital,2025Q2,2025Q3,Copper Capital Group,5V02NESDJ,NEW,0,16486
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Cloud Co,0V2RAUWKO,ADD,3989,4455
Vantage Ridge Capital,2025Q3,2025Q4,Pinnacle Cloud Group,G2LFMHVKC,NEW,0,59953
Vantage Ridge Capital,2025Q3,2025Q4,Copper Systems Ltd,J9H15WQ7V,ADD,24878,27194
Vantage Ridge Capital,2025Q3,2025Q4,Northwind Bioworks Inc,RW5B1A054,TRIM,10316,9880
Vantage Ridge Capital,2025Q3,2025Q4,Sable Holdings Ltd,L79C4U93M,ADD,3763,7521
Vantage Ridge Capital,2025Q3,2025Q4,Drift Materials PLC,QYL68CQ8H,TRIM,506,500
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Capital Corp,OU9V9SJ3O,ADD,18688,30983
Vantage Ridge Capital,2025Q3,2025Q4,Sable Dynamics Ltd,GFT844TLG,TRIM,13425,13106
Vantage Ridge Capital,2025Q3,2025Q4,Copper Systems PLC,WLU7MFX0U,TRIM,5308,4783
Vantage Ridge Capital,2025Q3,2025Q4,Drift Materials Corp,1PCGFA32U,ADD,20881,22169
Vantage Ridge Capital,2025Q3,2025Q4,Aster Capital Ltd,GM9OWQIUI,NEW,0,14753
Vantage Ridge Capital,2025Q3,2025Q4,Pinnacle Dynamics Group,BDCS6Z5MT,ADD,39384,106672
Vantage Ridge Capital,2025Q3,2025Q4,Nova Robotics Group,RCF6TPTY0,TRIM,53863,47055
Vantage Ridge Capital,2025Q3,2025Q4,Sable Robotics Group,X1J8WVQD1,ADD,29515,34120
Vantage Ridge Capital,2025Q3,2025Q4,Marlin Dynamics PLC,HABRMQ4KD,TRIM,1728,1589
Vantage Ridge Capital,2025Q3,2025Q4,Bright Dynamics Corp,MOY5EPYRT,TRIM,6753,6488
Vantage Ridge Capital,2025Q3,2025Q4,Aster Therapeutics PLC,2A21IFMGZ,TRIM,8943,7816
Vantage Ridge Capital,2025Q3,2025Q4,Lumen Analytics Inc,R33QYR5UR,EXIT,5518,0
Vantage Ridge Capital,2025Q3,2025Q4,Cirrus Foods Group,2FH2AIV7C,ADD,41167,43010
Vantage Ridge Capital,2025Q3,2025Q4,Halcyon Semiconductor Inc,01CI5RDHW,ADD,6643,6717
Vantage Ridge Capital,2025Q3,2025Q4,Quill Analytics Co,NU7IDBR4S,ADD,475417,495231
Vantage Ridge Capital,2025Q3,2025Q4,Marlin Systems Corp,PPRJ40A8E,NEW,0,11837
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Networks Group,ZJDZIHF6J,ADD,3016,3294
Vantage Ridge Capital,2025Q3,2025Q4,Lumen Health Group,T6NCJHUSC,ADD,31560,32067
Vantage Ridge Capital,2025Q3,2025Q4,Northwind Materials Corp,VOZZAJQ87,NEW,0,47507
Vantage Ridge Capital,2025Q3,2025Q4,Basalt Foods Inc,UEI8D5UO2,ADD,18039,18810
Vantage Ridge Capital,2025Q3,2025Q4,Nova Analytics Ltd,CS8KWJ20I,TRIM,15466,13189
Vantage Ridge Capital,2025Q3,2025Q4,Drift Dynamics PLC,5GYFQWLY6,TRIM,136694,126979
Vantage Ridge Capital,2025Q3,2025Q4,Vantage Logistics Corp,5F25RLYYL,EXIT,5940,0
Vantage Ridge Capital,2025Q3,2025Q4,Aster Cloud PLC,XS5A7LRKF,TRIM,1955,814
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Micro PLC,7Q7AEEULM,ADD,15686,16670
Vantage Ridge Capital,2025Q3,2025Q4,Drift Semiconductor Co,ZZR3AN2IL,EXIT,6420,0
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Networks Co,X1D6FIB00,TRIM,1939,456
Vantage Ridge Capital,2025Q3,2025Q4,Lumen Semiconductor Co,RZ65PXYYM,TRIM,10625,4117
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Therapeutics Group,5QDNT0U9N,EXIT,11541,0
Vantage Ridge Capital,2025Q3,2025Q4,Cirrus Networks Co,JRXX7YK3A,NEW,0,16148
Vantage Ridge Capital,2025Q3,2025Q4,Drift Therapeutics Ltd,MTI160IJI,ADD,8241,23588
Vantage Ridge Capital,2025Q3,2025Q4,Northwind Robotics Group,NHVTP6UTQ,ADD,22103,65505
Vantage Ridge Capital,2025Q3,2025Q4,Pinnacle Semiconductor Group,MKJOTE8L8,ADD,322139,329850
Vantage Ridge Capital,2025Q3,2025Q4,Granite Dynamics Group,IWD2R7KJS,ADD,24942,28030
Vantage Ridge Capital,2025Q3,2025Q4,Northwind Networks Co,M96BE9ONW,TRIM,9624,8648
Vantage Ridge Capital,2025Q3,2025Q4,Nova Materials PLC,0G2G62BSM,ADD,5799,11274
Vantage Ridge Capital,2025Q3,2025Q4,Granite Foods Group,NVXVH6IOC,ADD,26699,49166
Vantage Ridge Capital,2025Q3,2025Q4,Aster Robotics Group,96DLJKZV1,EXIT,27458,0
Vantage Ridge Capital,2025Q3,2025Q4,Aster Systems Co,J5JS81O13,ADD,18950,20610
Vantage Ridge Capital,2025Q3,2025Q4,Copper Networks Group,N8F4UV8KV,NEW,0,2649
Vantage Ridge Capital,2025Q3,2025Q4,Zephyr Bioworks Inc,NTCB897L3,TRIM,861,754
Vantage Ridge Capital,2025Q3,2025Q4,Marlin Analytics PLC,QC18NAON6,TRIM,23199,6926
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Semiconductor Inc,0RG4W145B,ADD,2194,4849
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Motors Ltd,VHK227L11,ADD,26660,26806
Vantage Ridge Capital,2025Q3,2025Q4,Vantage Semiconductor Ltd,WHXYVZEHZ,TRIM,29113,8718
Vantage Ridge Capital,2025Q3,2025Q4,Marlin Bioworks PLC,7POF74ZA6,TRIM,6039,5283
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Therapeutics Inc,44NI2FMYI,ADD,14451,15271
Vantage Ridge Capital,2025Q3,2025Q4,Vantage Energy Co,QTQIZBMEB,ADD,2726,4191
Vantage Ridge Capital,2025Q3,2025Q4,Quill Capital Inc,Q0XPTSR3I,ADD,43076,46748
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Software Co,NFGECB3JY,ADD,2174,5195
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Holdings Inc,C1V9GMYC5,EXIT,129775,0
Vantage Ridge Capital,2025Q3,2025Q4,Onyx Systems Co,40L5VMU6J,NEW,0,40841
Vantage Ridge Capital,2025Q3,2025Q4,Quill Motors PLC,ZNSGZS5M7,ADD,174531,189669
Vantage Ridge Capital,2025Q3,2025Q4,Cedar Networks Corp,I626PD2RU,ADD,5557,13618
Vantage Ridge Capital,2025Q3,2025Q4,Fable Motors Group,LADVUD5Y5,TRIM,6276,5755
Vantage Ridge Capital,2025Q3,2025Q4,Basalt Foods Ltd,ZACBZHNO7,EXIT,3796,0
Vantage Ridge Capital,2025Q3,2025Q4,Lumen Semiconductor Ltd,J5LWL04EJ,TRIM,13250,4451
Vantage Ridge Capital,2025Q3,2025Q4,Bright Robotics Corp,CO7S5W386,TRIM,653,342
Vantage Ridge Capital,2025Q3,2025Q4,Copper Capital Group,5V02NESDJ,EXIT,16486,0
Vantage Ridge Capital,2025Q3,2025Q4,Terra Logistics Inc,7M9RVE5TT,NEW,0,11647
Solstice Lane Investments,2025Q1,2025Q2,Cedar Cloud Co,0V2RAUWKO,TRIM,16041,9527
Solstice Lane Investments,2025Q1,2025Q2,Cedar Energy Corp,7UJ27ZYBN,ADD,23218,27206
Solstice Lane Investments,2025Q1,2025Q2,Cirrus Networks Co,JRXX7YK3A,EXIT,8725,0
Solstice Lane Investments,2025Q1,2025Q2,Drift Therapeutics Ltd,MTI160IJI,ADD,5216,5743
Solstice Lane Investments,2025Q1,2025Q2,Northwind Robotics Group,NHVTP6UTQ,TRIM,4371,1017
Solstice Lane Investments,2025Q1,2025Q2,Fable Capital Co,1JGH7P95E,NEW,0,65433
Solstice Lane Investments,2025Q1,2025Q2,Granite Dynamics Group,IWD2R7KJS,TRIM,21647,10646
Solstice Lane Investments,2025Q1,2025Q2,Northwind Materials PLC,ODJCXIA48,TRIM,63170,62287
Solstice Lane Investments,2025Q1,2025Q2,Cedar Capital Corp,OU9V9SJ3O,TRIM,2636,626
Solstice Lane Investments,2025Q1,2025Q2,Vantage Energy Group,GVLF22FRZ,TRIM,8165,2075
Solstice Lane Investments,2025Q1,2025Q2,Drift Materials Corp,1PCGFA32U,TRIM,12075,10631
Solstice Lane Investments,2025Q1,2025Q2,Copper Robotics Inc,ZPO3B7PU8,ADD,5155,5455
Solstice Lane Investments,2025Q1,2025Q2,Drift Foods Corp,8YLXDWE0W,TRIM,27243,26594
Solstice Lane Investments,2025Q1,2025Q2,Terra Software Co,6JCMQNL6J,ADD,66764,77741
Solstice Lane Investments,2025Q1,2025Q2,Vantage Systems Corp,Q8HXZ554L,ADD,12014,12743
Solstice Lane Investments,2025Q1,2025Q2,Marlin Therapeutics Inc,WFU82W3U5,TRIM,7997,7365
Solstice Lane Investments,2025Q1,2025Q2,Northwind Micro Co,7C039UNZG,EXIT,13750,0
Solstice Lane Investments,2025Q1,2025Q2,Cedar Health Ltd,2HQUP8BN3,ADD,49066,50940
Solstice Lane Investments,2025Q1,2025Q2,Zephyr Bioworks Inc,NTCB897L3,ADD,6305,6793
Solstice Lane Investments,2025Q1,2025Q2,Marlin Analytics PLC,QC18NAON6,ADD,31738,34561
Solstice Lane Investments,2025Q1,2025Q2,Granite Energy Ltd,HV083GB2L,TRIM,47274,47159
Solstice Lane Investments,2025Q1,2025Q2,Solace Dynamics Group,45G3ZSWHA,ADD,7328,8413
Solstice Lane Investments,2025Q1,2025Q2,Granite Cloud Corp,25U4255ZM,ADD,8676,9953
Solstice Lane Investments,2025Q1,2025Q2,Aster Therapeutics PLC,2A21IFMGZ,TRIM,6200,5400
Solstice Lane Investments,2025Q1,2025Q2,Vantage Semiconductor Ltd,WHXYVZEHZ,ADD,193431,428161
Solstice Lane Investments,2025Q1,2025Q2,Basalt Industries Corp,FFTDLVPGN,TRIM,5000,4531
Solstice Lane Investments,2025Q1,2025Q2,Bright Motors Group,OHU89X4E4,ADD,3243,3259
Solstice Lane Investments,2025Q1,2025Q2,Halcyon Semiconductor Inc,01CI5RDHW,EXIT,9111,0
Solstice Lane Investments,2025Q1,2025Q2,Drift Industries Inc,TT3IRQQXD,TRIM,51327,24425
Solstice Lane Investments,2025Q1,2025Q2,Basalt Foods Inc,UEI8D5UO2,ADD,46136,53888
Solstice Lane Investments,2025Q1,2025Q2,Cobalt Micro PLC,DX9J3AVYW,NEW,0,1324
Solstice Lane Investments,2025Q1,2025Q2,Aster Networks Corp,8MVDNZ1T4,EXIT,2467,0
Solstice Lane Investments,2025Q1,2025Q2,Cobalt Logistics Inc,MJ2YOZI6S,EXIT,26171,0
Solstice Lane Investments,2025Q1,2025Q2,Terra Semiconductor Group,VUWSPLVYC,ADD,15763,36255
Solstice Lane Investments,2025Q1,2025Q2,Bright Health Inc,EURX1AY2D,ADD,96083,107847
Solstice Lane Investments,2025Q1,2025Q2,Zephyr Analytics Group,YVB45CV9A,TRIM,33476,29460
Solstice Lane Investments,2025Q1,2025Q2,Bright Software Ltd,4V530ZCP2,NEW,0,6337
Solstice Lane Investments,2025Q1,2025Q2,Cirrus Analytics PLC,FJ91LAXX5,ADD,6882,6935
Solstice Lane Investments,2025Q2,2025Q3,Cedar Cloud Co,0V2RAUWKO,EXIT,9527,0
Solstice Lane Investments,2025Q2,2025Q3,Drift Micro PLC,VNYGDTN30,NEW,0,40121
Solstice Lane Investments,2025Q2,2025Q3,Cedar Energy Corp,7UJ27ZYBN,TRIM,27206,24794
Solstice Lane Investments,2025Q2,2025Q3,Drift Therapeutics Ltd,MTI160IJI,TRIM,5743,3319
Solstice Lane Investments,2025Q2,2025Q3,Northwind Robotics Group,NHVTP6UTQ,ADD,1017,1030
Solstice Lane Investments,2025Q2,2025Q3,Lumen Motors Corp,SX386897R,NEW,0,2012
Solstice Lane Investments,2025Q2,2025Q3,Fable Capital Co,1JGH7P95E,EXIT,65433,0
Solstice Lane Investments,2025Q2,2025Q3,Granite Dynamics Group,IWD2R7KJS,ADD,10646,11482
Solstice Lane Investments,2025Q2,2025Q3,Northwind Materials PLC,ODJCXIA48,TRIM,62287,58518
Solstice Lane Investments,2025Q2,2025Q3,Cedar Capital Corp,OU9V9SJ3O,EXIT,626,0
Solstice Lane Investments,2025Q2,2025Q3,Vantage Energy Group,GVLF22FRZ,ADD,2075,3170
Solstice Lane Investments,2025Q2,2025Q3,Drift Materials Corp,1PCGFA32U,TRIM,10631,10084
Solstice Lane Investments,2025Q2,2025Q3,Copper Robotics Inc,ZPO3B7PU8,ADD,5455,6072
Solstice Lane Investments,2025Q2,2025Q3,Drift Foods Corp,8YLXDWE0W,TRIM,26594,23923
Solstice Lane Investments,2025Q2,2025Q3,Terra Software Co,6JCMQNL6J,EXIT,77741,0
Solstice Lane Investments,2025Q2,2025Q3,Vantage Systems Corp,Q8HXZ554L,ADD,12743,13200
Solstice Lane Investments,2025Q2,2025Q3,Marlin Therapeutics Inc,WFU82W3U5,ADD,7365,14229
Solstice Lane Investments,2025Q2,2025Q3,Cedar Health Ltd,2HQUP8BN3,TRIM,50940,48972
Solstice Lane Investments,2025Q2,2025Q3,Zephyr Bioworks Inc,NTCB897L3,TRIM,6793,6583
Solstice Lane Investments,2025Q2,2025Q3,Marlin Analytics PLC,QC18NAON6,ADD,34561,39077
Solstice Lane Investments,2025Q2,2025Q3,Granite Energy Ltd,HV083GB2L,TRIM,47159,42386
