manager,quarter,nameOfIssuer,titleOfClass,cusip,value_usd_thousands,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole
Cobalt Harbor Partners,2025Q2,Copper Therapeutics Co,COM,121O34A54,31785,133905,SH,SOLE,133905
Cobalt Harbor Partners,2025Q2,Lumen Analytics Inc,COM,R33QYR5UR,7817,17832,SH,SOLE,17832
Cobalt Harbor Partners,2025Q2,Vertex Motors Co,CL A,CQ4Q57KND,116924,963527,SH,SOLE,963527
Cobalt Harbor Partners,2025Q2,Onyx Foods Inc,COM,747L78M65,979,5975,SH,SOLE,5975
Cobalt Harbor Partners,2025Q2,Drift Semiconductor Co,COM,ZZR3AN2IL,23461,123213,SH,SOLE,123213
Cobalt Harbor Partners,2025Q2,Aster Software Group,COM,0NV4BDY51,3039,17634,SH,SOLE,17634
Cobalt Harbor Partners,2025Q2,Vantage Energy Group,COM,GVLF22FRZ,5024,15875,SH,SOLE,15875
Cobalt Harbor Partners,2025Q2,Cedar Cloud Co,CL A,0V2RAUWKO,33314,561977,SH,SOLE,561977
Cobalt Harbor Partners,2025Q2,Nova Robotics Ltd,COM,2D3JF79DU,2361,5216,SH,SOLE,5216
Cobalt Harbor Partners,2025Q2,Bright Robotics Corp,COM,CO7S5W386,1444,3320,SH,SOLE,3320
Cobalt Harbor Partners,2025Q2,Marlin Motors Corp,COM,DHXKXFMXK,2643,14249,SH,SOLE,14249
Cobalt Harbor Partners,2025Q2,Solace Networks PLC,COM,E3610AXVL,3024,7700,SH,SOLE,7700
Cobalt Harbor Partners,2025Q2,Granite Holdings Ltd,COM,HWL9ZX69K,14394,87619,SH,SOLE,87619
Cobalt Harbor Partners,2025Q2,Cobalt Analytics Inc,CL A,YGH3BTKSZ,45942,158985,SH,SOLE,158985
Cobalt Harbor Partners,2025Q2,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,8817,37537,SH,SOLE,37537
Cobalt Harbor Partners,2025Q2,Cedar Industries Co,COM,0C9QYEL4U,4731,29338,SH,SOLE,29338
Cobalt Harbor Partners,2025Q2,Cirrus Foods Inc,CL A,Q2FZ82Q1R,11724,29891,SH,SOLE,29891
Cobalt Harbor Partners,2025Q2,Cobalt Cloud Corp,COM,V7AS6D9QW,3113,7191,SH,SOLE,7191
Cobalt Harbor Partners,2025Q2,Copper Health Inc,CL A,T8U689KKB,69898,204016,SH,SOLE,204016
Cobalt Harbor Partners,2025Q2,Bright Software Ltd,COM,4V530ZCP2,45874,225591,SH,SOLE,225591
Cobalt Harbor Partners,2025Q2,Northwind Micro Co,CL A,7C039UNZG,13127,81438,SH,SOLE,81438
Cobalt Harbor Partners,2025Q2,Vertex Industries Co,COM,58Y40VFQQ,11535,34620,SH,SOLE,34620
Cobalt Harbor Partners,2025Q2,Copper Networks Group,CL A,N8F4UV8KV,11172,35652,SH,SOLE,35652
Cobalt Harbor Partners,2025Q2,Zephyr Analytics Group,COM,YVB45CV9A,22968,232188,SH,SOLE,232188
Cobalt Harbor Partners,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,10925,171104,SH,SOLE,171104
Cobalt Harbor Partners,2025Q2,Copper Systems PLC,ADR,WLU7MFX0U,33971,106262,SH,SOLE,106262
Cobalt Harbor Partners,2025Q2,Cedar Software Co,COM,NFGECB3JY,44038,572740,SH,SOLE,572740
Cobalt Harbor Partners,2025Q2,Copper Robotics Inc,ADR,ZPO3B7PU8,9004,27427,SH,SOLE,27427
Cobalt Harbor Partners,2025Q2,Aster Therapeutics PLC,CL A,2A21IFMGZ,39935,2024075,SH,SOLE,2024075
Cobalt Harbor Partners,2025Q2,Cirrus Networks Co,COM,JRXX7YK3A,6125,16620,SH,SOLE,16620
Cobalt Harbor Partners,2025Q2,Bright Health Inc,COM,EURX1AY2D,3388,8807,SH,SOLE,8807
Cobalt Harbor Partners,2025Q2,Pinnacle Systems Corp,ADR,RSK760JO4,90189,342546,SH,SOLE,342546
Cobalt Harbor Partners,2025Q2,Drift Energy Inc,COM,I7BCKXGK9,28849,120975,SH,SOLE,120975
Cobalt Harbor Partners,2025Q2,Drift Robotics Ltd,CL A,Y5H60ROLZ,11440,30686,SH,SOLE,30686
Cobalt Harbor Partners,2025Q2,Aster Systems Co,COM,J5JS81O13,18354,51814,SH,SOLE,51814
Cobalt Harbor Partners,2025Q2,Cedar Networks Co,COM,X1D6FIB00,11867,37538,SH,SOLE,37538
Cobalt Harbor Partners,2025Q2,Granite Software Ltd,COM,SCMLT5J3I,8785,19344,SH,SOLE,19344
Cobalt Harbor Partners,2025Q2,Onyx Micro PLC,CL A,7Q7AEEULM,19765,91298,SH,SOLE,91298
Cobalt Harbor Partners,2025Q2,Halcyon Semiconductor Group,COM,KIK6CQODD,2471,10805,SH,SOLE,10805
Cobalt Harbor Partners,2025Q3,Basalt Semiconductor Inc,CL A,DVPZJ79WC,3963,8751,SH,SOLE,8751
Cobalt Harbor Partners,2025Q3,Cedar Motors Ltd,COM,VHK227L11,1014022,3847843,SH,SOLE,3847843
Cobalt Harbor Partners,2025Q3,Marlin Energy Group,COM,RSHTP3NCI,81648,848203,SH,SOLE,848203
Cobalt Harbor Partners,2025Q3,Zephyr Materials Ltd,COM,E1C310TAQ,73308,171959,SH,SOLE,171959
Cobalt Harbor Partners,2025Q3,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,22612,150206,SH,SOLE,150206
Cobalt Harbor Partners,2025Q3,Sable Analytics PLC,COM,O886O2RAR,46473,213669,SH,SOLE,213669
Cobalt Harbor Partners,2025Q3,Lumen Semiconductor Co,COM,RZ65PXYYM,65951,441026,SH,SOLE,441026
Cobalt Harbor Partners,2025Q3,Vantage Logistics Corp,COM,5F25RLYYL,5623,29247,SH,SOLE,29247
Cobalt Harbor Partners,2025Q3,Vertex Therapeutics Inc,COM,ED356RBI1,17681,50637,SH,SOLE,50637
Cobalt Harbor Partners,2025Q3,Onyx Industries Inc,ADR,3HILY6I06,15658,297003,SH,SOLE,297003
Cobalt Harbor Partners,2025Q3,Pinnacle Analytics Corp,COM,CB79HC2Y8,11858,38641,SH,SOLE,38641
Cobalt Harbor Partners,2025Q3,Lumen Industries Group,COM,LQJHDQJTV,102258,274621,SH,SOLE,274621
Cobalt Harbor Partners,2025Q3,Sable Materials Inc,COM,6JJK2N4A4,93972,314403,SH,SOLE,314403
Cobalt Harbor Partners,2025Q3,Copper Therapeutics Co,COM,121O34A54,30261,127485,SH,SOLE,127485
Cobalt Harbor Partners,2025Q3,Lumen Analytics Inc,COM,R33QYR5UR,8505,19401,SH,SOLE,19401
Cobalt Harbor Partners,2025Q3,Vertex Motors Co,CL A,CQ4Q57KND,65560,540255,SH,SOLE,540255
Cobalt Harbor Partners,2025Q3,Onyx Foods Inc,COM,747L78M65,508,3101,SH,SOLE,3101
Cobalt Harbor Partners,2025Q3,Drift Semiconductor Co,COM,ZZR3AN2IL,21192,111297,SH,SOLE,111297
Cobalt Harbor Partners,2025Q3,Aster Software Group,COM,0NV4BDY51,2599,15081,SH,SOLE,15081
Cobalt Harbor Partners,2025Q3,Vantage Energy Group,COM,GVLF22FRZ,4985,15752,SH,SOLE,15752
Cobalt Harbor Partners,2025Q3,Cedar Cloud Co,CL A,0V2RAUWKO,35131,592628,SH,SOLE,592628
Cobalt Harbor Partners,2025Q3,Nova Robotics Ltd,COM,2D3JF79DU,751,1659,SH,SOLE,1659
Cobalt Harbor Partners,2025Q3,Bright Robotics Corp,COM,CO7S5W386,1701,3911,SH,SOLE,3911
Cobalt Harbor Partners,2025Q3,Marlin Motors Corp,COM,DHXKXFMXK,2388,12874,SH,SOLE,12874
Cobalt Harbor Partners,2025Q3,Solace Networks PLC,COM,E3610AXVL,2694,6860,SH,SOLE,6860
Cobalt Harbor Partners,2025Q3,Granite Holdings Ltd,COM,HWL9ZX69K,24100,146701,SH,SOLE,146701
Cobalt Harbor Partners,2025Q3,Cobalt Analytics Inc,CL A,YGH3BTKSZ,103114,356833,SH,SOLE,356833
Cobalt Harbor Partners,2025Q3,Cedar Industries Co,COM,0C9QYEL4U,9465,58694,SH,SOLE,58694
Cobalt Harbor Partners,2025Q3,Cirrus Foods Inc,CL A,Q2FZ82Q1R,11123,28358,SH,SOLE,28358
Cobalt Harbor Partners,2025Q3,Cobalt Cloud Corp,COM,V7AS6D9QW,5960,13767,SH,SOLE,13767
Cobalt Harbor Partners,2025Q3,Copper Health Inc,CL A,T8U689KKB,26377,76988,SH,SOLE,76988
Cobalt Harbor Partners,2025Q3,Bright Software Ltd,COM,4V530ZCP2,46761,229953,SH,SOLE,229953
Cobalt Harbor Partners,2025Q3,Northwind Micro Co,CL A,7C039UNZG,13752,85315,SH,SOLE,85315
Cobalt Harbor Partners,2025Q3,Vertex Industries Co,COM,58Y40VFQQ,4138,12419,SH,SOLE,12419
Cobalt Harbor Partners,2025Q3,Copper Networks Group,CL A,N8F4UV8KV,5222,16665,SH,SOLE,16665
Cobalt Harbor Partners,2025Q3,Zephyr Analytics Group,COM,YVB45CV9A,20953,211818,SH,SOLE,211818
Cobalt Harbor Partners,2025Q3,Zephyr Bioworks Inc,COM,NTCB897L3,9564,149789,SH,SOLE,149789
Cobalt Harbor Partners,2025Q3,Copper Systems PLC,ADR,WLU7MFX0U,34135,106775,SH,SOLE,106775
Cobalt Harbor Partners,2025Q3,Cedar Software Co,COM,NFGECB3JY,45708,594460,SH,SOLE,594460
Cobalt Harbor Partners,2025Q3,Copper Robotics Inc,ADR,ZPO3B7PU8,8312,25319,SH,SOLE,25319
Cobalt Harbor Partners,2025Q3,Aster Therapeutics PLC,CL A,2A21IFMGZ,13151,666548,SH,SOLE,666548
Cobalt Harbor Partners,2025Q3,Cirrus Networks Co,COM,JRXX7YK3A,7048,19124,SH,SOLE,19124
Cobalt Harbor Partners,2025Q3,Bright Health Inc,COM,EURX1AY2D,3883,10094,SH,SOLE,10094
Cobalt Harbor Partners,2025Q3,Pinnacle Systems Corp,ADR,RSK760JO4,98442,373892,SH,SOLE,373892
Cobalt Harbor Partners,2025Q3,Drift Robotics Ltd,CL A,Y5H60ROLZ,12349,33124,SH,SOLE,33124
Cobalt Harbor Partners,2025Q3,Aster Systems Co,COM,J5JS81O13,20192,57003,SH,SOLE,57003
Cobalt Harbor Partners,2025Q3,Cedar Networks Co,COM,X1D6FIB00,31418,99383,SH,SOLE,99383
Cobalt Harbor Partners,2025Q3,Granite Software Ltd,COM,SCMLT5J3I,9687,21330,SH,SOLE,21330
Cobalt Harbor Partners,2025Q3,Halcyon Semiconductor Group,COM,KIK6CQODD,2732,11946,SH,SOLE,11946
Cobalt Harbor Partners,2025Q3,Cobalt Systems Corp,CL A,LTGWAZ9A5,11599,58965,SH,SOLE,58965
Cobalt Harbor Partners,2025Q3,Northwind Logistics Corp,CL A,0HF9LLBFC,28417,484023,SH,SOLE,484023
Cobalt Harbor Partners,2025Q3,Quill Dynamics Group,ADR,OEY9RXAM2,6395,62457,SH,SOLE,62457
Cobalt Harbor Partners,2025Q4,Cedar Motors Ltd,COM,VHK227L11,877070,3328160,SH,SOLE,3328160
Cobalt Harbor Partners,2025Q4,Marlin Energy Group,COM,RSHTP3NCI,80282,834012,SH,SOLE,834012
Cobalt Harbor Partners,2025Q4,Zephyr Materials Ltd,COM,E1C310TAQ,85184,199817,SH,SOLE,199817
Cobalt Harbor Partners,2025Q4,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,19389,128796,SH,SOLE,128796
Cobalt Harbor Partners,2025Q4,Sable Analytics PLC,COM,O886O2RAR,45946,211246,SH,SOLE,211246
Cobalt Harbor Partners,2025Q4,Lumen Semiconductor Co,COM,RZ65PXYYM,153928,1029343,SH,SOLE,1029343
Cobalt Harbor Partners,2025Q4,Vantage Logistics Corp,COM,5F25RLYYL,5792,30126,SH,SOLE,30126
Cobalt Harbor Partners,2025Q4,Vertex Therapeutics Inc,COM,ED356RBI1,19936,57095,SH,SOLE,57095
Cobalt Harbor Partners,2025Q4,Onyx Industries Inc,ADR,3HILY6I06,14738,279552,SH,SOLE,279552
Cobalt Harbor Partners,2025Q4,Pinnacle Analytics Corp,COM,CB79HC2Y8,10828,35284,SH,SOLE,35284
Cobalt Harbor Partners,2025Q4,Lumen Industries Group,COM,LQJHDQJTV,103874,278961,SH,SOLE,278961
Cobalt Harbor Partners,2025Q4,Sable Materials Inc,COM,6JJK2N4A4,92065,308023,SH,SOLE,308023
Cobalt Harbor Partners,2025Q4,Copper Therapeutics Co,COM,121O34A54,29245,123204,SH,SOLE,123204
Cobalt Harbor Partners,2025Q4,Lumen Analytics Inc,COM,R33QYR5UR,9406,21456,SH,SOLE,21456
Cobalt Harbor Partners,2025Q4,Onyx Foods Inc,COM,747L78M65,457,2789,SH,SOLE,2789
Cobalt Harbor Partners,2025Q4,Drift Semiconductor Co,COM,ZZR3AN2IL,22267,116942,SH,SOLE,116942
Cobalt Harbor Partners,2025Q4,Aster Software Group,COM,0NV4BDY51,1013,5878,SH,SOLE,5878
Cobalt Harbor Partners,2025Q4,Vantage Energy Group,COM,GVLF22FRZ,4573,14450,SH,SOLE,14450
Cobalt Harbor Partners,2025Q4,Cedar Cloud Co,CL A,0V2RAUWKO,72729,1226872,SH,SOLE,1226872
Cobalt Harbor Partners,2025Q4,Nova Robotics Ltd,COM,2D3JF79DU,759,1677,SH,SOLE,1677
Cobalt Harbor Partners,2025Q4,Bright Robotics Corp,COM,CO7S5W386,1633,3755,SH,SOLE,3755
Cobalt Harbor Partners,2025Q4,Marlin Motors Corp,COM,DHXKXFMXK,2801,15101,SH,SOLE,15101
Cobalt Harbor Partners,2025Q4,Solace Networks PLC,COM,E3610AXVL,2930,7461,SH,SOLE,7461
Cobalt Harbor Partners,2025Q4,Granite Holdings Ltd,COM,HWL9ZX69K,22204,135159,SH,SOLE,135159
Cobalt Harbor Partners,2025Q4,Cobalt Analytics Inc,CL A,YGH3BTKSZ,93913,324992,SH,SOLE,324992
Cobalt Harbor Partners,2025Q4,Cedar Industries Co,COM,0C9QYEL4U,8561,53088,SH,SOLE,53088
Cobalt Harbor Partners,2025Q4,Cirrus Foods Inc,CL A,Q2FZ82Q1R,10764,27443,SH,SOLE,27443
Cobalt Harbor Partners,2025Q4,Cobalt Cloud Corp,COM,V7AS6D9QW,2978,6879,SH,SOLE,6879
Cobalt Harbor Partners,2025Q4,Copper Health Inc,CL A,T8U689KKB,26676,77861,SH,SOLE,77861
Cobalt Harbor Partners,2025Q4,Bright Software Ltd,COM,4V530ZCP2,105081,516749,SH,SOLE,516749
Cobalt Harbor Partners,2025Q4,Copper Networks Group,CL A,N8F4UV8KV,5518,17609,SH,SOLE,17609
Cobalt Harbor Partners,2025Q4,Zephyr Analytics Group,COM,YVB45CV9A,22288,225313,SH,SOLE,225313
Cobalt Harbor Partners,2025Q4,Zephyr Bioworks Inc,COM,NTCB897L3,10957,171605,SH,SOLE,171605
Cobalt Harbor Partners,2025Q4,Copper Systems PLC,ADR,WLU7MFX0U,36050,112765,SH,SOLE,112765
Cobalt Harbor Partners,2025Q4,Cedar Software Co,COM,NFGECB3JY,53474,695461,SH,SOLE,695461
Cobalt Harbor Partners,2025Q4,Aster Therapeutics PLC,CL A,2A21IFMGZ,14158,717587,SH,SOLE,717587
Cobalt Harbor Partners,2025Q4,Pinnacle Systems Corp,ADR,RSK760JO4,102083,387721,SH,SOLE,387721
Cobalt Harbor Partners,2025Q4,Drift Robotics Ltd,CL A,Y5H60ROLZ,11761,31547,SH,SOLE,31547
Cobalt Harbor Partners,2025Q4,Aster Systems Co,COM,J5JS81O13,23097,65203,SH,SOLE,65203
Cobalt Harbor Partners,2025Q4,Cedar Networks Co,COM,X1D6FIB00,32345,102316,SH,SOLE,102316
Cobalt Harbor Partners,2025Q4,Granite Software Ltd,COM,SCMLT5J3I,9229,20322,SH,SOLE,20322
Cobalt Harbor Partners,2025Q4,Halcyon Semiconductor Group,COM,KIK6CQODD,2607,11399,SH,SOLE,11399
Cobalt Harbor Partners,2025Q4,Cobalt Systems Corp,CL A,LTGWAZ9A5,20855,106019,SH,SOLE,106019
Cobalt Harbor Partners,2025Q4,Quill Dynamics Group,ADR,OEY9RXAM2,5609,54781,SH,SOLE,54781
Cobalt Harbor Partners,2025Q4,Lumen Capital PLC,COM,8P5RFATUI,28662,60160,SH,SOLE,60160
Cobalt Harbor Partners,2025Q4,Cedar Semiconductor PLC,ADR,FK9BU2QLH,5409,12371,SH,SOLE,12371
Cobalt Harbor Partners,2025Q4,Vertex Industries Co,COM,58Y40VFQQ,4817,14457,SH,SOLE,14457
Cobalt Harbor Partners,2025Q4,Onyx Logistics Ltd,ADR,JQQ23DA2M,9288,51086,SH,SOLE,51086
Cobalt Harbor Partners,2025Q4,Sable Holdings Ltd,ADR,L79C4U93M,4990,30721,SH,SOLE,30721
Cobalt Harbor Partners,2025Q4,Granite Foods Group,COM,NVXVH6IOC,1657,22934,SH,SOLE,22934
Vantage Ridge Capital,2025Q1,Northwind Energy Corp,CL A,ZBHY23HFF,9312,53585,SH,SOLE,53585
Vantage Ridge Capital,2025Q1,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,13962,59441,SH,SOLE,59441
Vantage Ridge Capital,2025Q1,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,31209,87737,SH,SOLE,87737
Vantage Ridge Capital,2025Q1,Marlin Analytics PLC,ADR,QC18NAON6,22345,59419,SH,SOLE,59419
Vantage Ridge Capital,2025Q1,Cedar Networks Co,COM,X1D6FIB00,6526,20643,SH,SOLE,20643
Vantage Ridge Capital,2025Q1,Lumen Health Group,COM,T6NCJHUSC,75764,4916548,SH,SOLE,4916548
Vantage Ridge Capital,2025Q1,Fable Semiconductor Corp,COM,3O7TIZ69P,18501,96976,SH,SOLE,96976
Vantage Ridge Capital,2025Q1,Terra Networks Ltd,COM,PGWS85229,49569,867349,SH,SOLE,867349
Vantage Ridge Capital,2025Q1,Nova Materials PLC,ADR,0G2G62BSM,4718,23263,SH,SOLE,23263
Vantage Ridge Capital,2025Q1,Quill Motors PLC,CL A,ZNSGZS5M7,98340,813198,SH,SOLE,813198
Vantage Ridge Capital,2025Q1,Aster Cloud PLC,COM,XS5A7LRKF,1731,8936,SH,SOLE,8936
Vantage Ridge Capital,2025Q1,Halcyon Semiconductor Inc,COM,01CI5RDHW,11154,485590,SH,SOLE,485590
Vantage Ridge Capital,2025Q1,Sable Dynamics Ltd,ADR,GFT844TLG,11653,43672,SH,SOLE,43672
Vantage Ridge Capital,2025Q1,Pinnacle Semiconductor Group,COM,MKJOTE8L8,189148,1084564,SH,SOLE,1084564
Vantage Ridge Capital,2025Q1,Lumen Analytics Inc,COM,R33QYR5UR,1493,3406,SH,SOLE,3406
Vantage Ridge Capital,2025Q1,Drift Dynamics PLC,COM,5GYFQWLY6,123382,362782,SH,SOLE,362782
Vantage Ridge Capital,2025Q1,Onyx Semiconductor PLC,COM,IFCSYZN91,46556,536730,SH,SOLE,536730
Vantage Ridge Capital,2025Q1,Aster Robotics Group,COM,96DLJKZV1,21914,120241,SH,SOLE,120241
Vantage Ridge Capital,2025Q1,Bright Robotics Corp,COM,CO7S5W386,1806,4152,SH,SOLE,4152
Vantage Ridge Capital,2025Q1,Marlin Bioworks PLC,COM,7POF74ZA6,6024,20605,SH,SOLE,20605
Vantage Ridge Capital,2025Q1,Onyx Micro PLC,CL A,7Q7AEEULM,6552,30265,SH,SOLE,30265
Vantage Ridge Capital,2025Q1,Marlin Dynamics PLC,COM,HABRMQ4KD,1783,46761,SH,SOLE,46761
Vantage Ridge Capital,2025Q1,Aster Software Group,COM,0NV4BDY51,15017,87136,SH,SOLE,87136
Vantage Ridge Capital,2025Q1,Cedar Motors Ltd,COM,VHK227L11,13935,52878,SH,SOLE,52878
Vantage Ridge Capital,2025Q1,Cedar Cloud Co,CL A,0V2RAUWKO,4962,83704,SH,SOLE,83704
Vantage Ridge Capital,2025Q1,Cirrus Foods Group,COM,2FH2AIV7C,14595,47146,SH,SOLE,47146
Vantage Ridge Capital,2025Q1,Sable Robotics Group,CL A,X1J8WVQD1,26969,69788,SH,SOLE,69788
Vantage Ridge Capital,2025Q1,Onyx Semiconductor Inc,ADR,0RG4W145B,2386,35026,SH,SOLE,35026
Vantage Ridge Capital,2025Q1,Onyx Holdings Inc,ADR,C1V9GMYC5,40488,135584,SH,SOLE,135584
Vantage Ridge Capital,2025Q1,Copper Systems Ltd,CL A,J9H15WQ7V,19698,45101,SH,SOLE,45101
Vantage Ridge Capital,2025Q1,Cedar Networks Group,CL A,ZJDZIHF6J,2910,13332,SH,SOLE,13332
Vantage Ridge Capital,2025Q1,Nova Analytics Ltd,COM,CS8KWJ20I,13855,33131,SH,SOLE,33131
Vantage Ridge Capital,2025Q1,Aster Therapeutics PLC,CL A,2A21IFMGZ,9047,458540,SH,SOLE,458540
Vantage Ridge Capital,2025Q1,Solace Dynamics Group,COM,45G3ZSWHA,41092,2245464,SH,SOLE,2245464
Vantage Ridge Capital,2025Q1,Drift Materials Corp,ADR,1PCGFA32U,61223,129669,SH,SOLE,129669
Vantage Ridge Capital,2025Q1,Drift Energy Inc,COM,I7BCKXGK9,25524,107032,SH,SOLE,107032
Vantage Ridge Capital,2025Q1,Northwind Networks Co,COM,M96BE9ONW,7421,75287,SH,SOLE,75287
Vantage Ridge Capital,2025Q1,Quill Capital Inc,ADR,Q0XPTSR3I,34288,133126,SH,SOLE,133126
Vantage Ridge Capital,2025Q1,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,24870,165205,SH,SOLE,165205
Vantage Ridge Capital,2025Q1,Drift Micro PLC,COM,VNYGDTN30,13373,29520,SH,SOLE,29520
Vantage Ridge Capital,2025Q1,Basalt Foods Ltd,COM,ZACBZHNO7,3145,42598,SH,SOLE,42598
Vantage Ridge Capital,2025Q1,Copper Systems PLC,ADR,WLU7MFX0U,6465,20223,SH,SOLE,20223
Vantage Ridge Capital,2025Q1,Quill Analytics Co,COM,NU7IDBR4S,480601,1120047,SH,SOLE,1120047
Vantage Ridge Capital,2025Q1,Aster Systems Co,COM,J5JS81O13,16038,45276,SH,SOLE,45276
Vantage Ridge Capital,2025Q1,Zephyr Bioworks Inc,COM,NTCB897L3,13417,210133,SH,SOLE,210133
Vantage Ridge Capital,2025Q1,Nova Robotics Group,ADR,RCF6TPTY0,42344,138352,SH,SOLE,138352
Vantage Ridge Capital,2025Q1,Drift Semiconductor Ltd,COM,YHHKX1SZX,8430,164392,SH,SOLE,164392
Vantage Ridge Capital,2025Q1,Drift Materials PLC,COM,QYL68CQ8H,2134,181154,SH,SOLE,181154
Vantage Ridge Capital,2025Q1,Cedar Capital Corp,ADR,OU9V9SJ3O,11784,42284,SH,SOLE,42284
Vantage Ridge Capital,2025Q1,Vertex Logistics Corp,ADR,QA201U170,5694,27585,SH,SOLE,27585
Vantage Ridge Capital,2025Q1,Vantage Logistics Corp,COM,5F25RLYYL,6145,31962,SH,SOLE,31962
Vantage Ridge Capital,2025Q1,Drift Therapeutics Ltd,COM,MTI160IJI,7308,72121,SH,SOLE,72121
Vantage Ridge Capital,2025Q1,Northwind Robotics Group,COM,NHVTP6UTQ,58221,242800,SH,SOLE,242800
Vantage Ridge Capital,2025Q1,Sable Holdings Ltd,ADR,L79C4U93M,4037,24854,SH,SOLE,24854
Vantage Ridge Capital,2025Q1,Onyx Therapeutics Group,COM,5QDNT0U9N,11929,82794,SH,SOLE,82794
Vantage Ridge Capital,2025Q2,Northwind Energy Corp,CL A,ZBHY23HFF,23597,135787,SH,SOLE,135787
Vantage Ridge Capital,2025Q2,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,12935,55068,SH,SOLE,55068
Vantage Ridge Capital,2025Q2,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,35755,100517,SH,SOLE,100517
Vantage Ridge Capital,2025Q2,Marlin Analytics PLC,ADR,QC18NAON6,19745,52505,SH,SOLE,52505
Vantage Ridge Capital,2025Q2,Cedar Networks Co,COM,X1D6FIB00,5688,17993,SH,SOLE,17993
Vantage Ridge Capital,2025Q2,Lumen Health Group,COM,T6NCJHUSC,84815,5503894,SH,SOLE,5503894
Vantage Ridge Capital,2025Q2,Nova Materials PLC,ADR,0G2G62BSM,5123,25260,SH,SOLE,25260
Vantage Ridge Capital,2025Q2,Quill Motors PLC,CL A,ZNSGZS5M7,191731,1585471,SH,SOLE,1585471
Vantage Ridge Capital,2025Q2,Aster Cloud PLC,COM,XS5A7LRKF,1882,9716,SH,SOLE,9716
Vantage Ridge Capital,2025Q2,Halcyon Semiconductor Inc,COM,01CI5RDHW,12480,543317,SH,SOLE,543317
Vantage Ridge Capital,2025Q2,Sable Dynamics Ltd,ADR,GFT844TLG,12387,46423,SH,SOLE,46423
Vantage Ridge Capital,2025Q2,Pinnacle Semiconductor Group,COM,MKJOTE8L8,179283,1027999,SH,SOLE,1027999
Vantage Ridge Capital,2025Q2,Lumen Analytics Inc,COM,R33QYR5UR,2489,5678,SH,SOLE,5678
Vantage Ridge Capital,2025Q2,Drift Dynamics PLC,COM,5GYFQWLY6,117346,345034,SH,SOLE,345034
Vantage Ridge Capital,2025Q2,Aster Robotics Group,COM,96DLJKZV1,24117,132329,SH,SOLE,132329
Vantage Ridge Capital,2025Q2,Bright Robotics Corp,COM,CO7S5W386,1881,4325,SH,SOLE,4325
Vantage Ridge Capital,2025Q2,Marlin Bioworks PLC,COM,7POF74ZA6,6611,22613,SH,SOLE,22613
Vantage Ridge Capital,2025Q2,Onyx Micro PLC,CL A,7Q7AEEULM,16847,77819,SH,SOLE,77819
Vantage Ridge Capital,2025Q2,Marlin Dynamics PLC,COM,HABRMQ4KD,1599,41935,SH,SOLE,41935
Vantage Ridge Capital,2025Q2,Aster Software Group,COM,0NV4BDY51,13455,78072,SH,SOLE,78072
Vantage Ridge Capital,2025Q2,Cedar Motors Ltd,COM,VHK227L11,24009,91105,SH,SOLE,91105
Vantage Ridge Capital,2025Q2,Cedar Cloud Co,CL A,0V2RAUWKO,4395,74140,SH,SOLE,74140
Vantage Ridge Capital,2025Q2,Cirrus Foods Group,COM,2FH2AIV7C,16645,53768,SH,SOLE,53768
Vantage Ridge Capital,2025Q2,Sable Robotics Group,CL A,X1J8WVQD1,30659,79337,SH,SOLE,79337
Vantage Ridge Capital,2025Q2,Onyx Semiconductor Inc,ADR,0RG4W145B,2144,31474,SH,SOLE,31474
Vantage Ridge Capital,2025Q2,Onyx Holdings Inc,ADR,C1V9GMYC5,43638,146132,SH,SOLE,146132
Vantage Ridge Capital,2025Q2,Copper Systems Ltd,CL A,J9H15WQ7V,22829,52270,SH,SOLE,52270
Vantage Ridge Capital,2025Q2,Cedar Networks Group,CL A,ZJDZIHF6J,2603,11926,SH,SOLE,11926
Vantage Ridge Capital,2025Q2,Nova Analytics Ltd,COM,CS8KWJ20I,14005,33490,SH,SOLE,33490
Vantage Ridge Capital,2025Q2,Aster Therapeutics PLC,CL A,2A21IFMGZ,8962,454232,SH,SOLE,454232
Vantage Ridge Capital,2025Q2,Drift Materials Corp,ADR,1PCGFA32U,64968,137600,SH,SOLE,137600
Vantage Ridge Capital,2025Q2,Drift Energy Inc,COM,I7BCKXGK9,22035,92402,SH,SOLE,92402
Vantage Ridge Capital,2025Q2,Northwind Networks Co,COM,M96BE9ONW,8435,85574,SH,SOLE,85574
Vantage Ridge Capital,2025Q2,Quill Capital Inc,ADR,Q0XPTSR3I,38966,151289,SH,SOLE,151289
Vantage Ridge Capital,2025Q2,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,24760,164475,SH,SOLE,164475
Vantage Ridge Capital,2025Q2,Drift Micro PLC,COM,VNYGDTN30,14007,30919,SH,SOLE,30919
